Type,Title,ngstarinserted__divcontains_class_ecludnone,ngstarinserted__divcontains_class_ecludnone3,eclrow,eclrow5,eclrow7,Content8,eclrow9,Image
 CONFORTEC , FA214H ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 198,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , M520WDX ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 338, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Montpellier Domestic Appliances , MFD71X ,Annual energy consumption, 344,Sum of the volumes of the frozen compartment(s), 137,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 294, 294,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NordMende , RFF370NFDIXA+ ,Annual energy consumption, 525,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Logik , L143TX19E ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 54,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 144, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SAMUS , SCW470NF+ ,Annual energy consumption," 317,92",Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 243, 243,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CONFORTEC , FA164H ,Annual energy consumption, 228,Sum of the volumes of the frozen compartment(s), 142,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Samsung , RB31FSJNDWW ,Annual energy consumption, 317,Sum of the volumes of the frozen compartment(s), 108,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 231, 231,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CONFORTEC , FA114H ,Annual energy consumption, 211,Sum of the volumes of the frozen compartment(s), 99,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10033705 ,Annual energy consumption, 120,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 13, 13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 GastroHero , GNH4100TN ,Annual energy consumption, 1 362,Sum of the volumes of the frozen compartment(s), 421,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 421, 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 SMEG , FAB5LOR3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB5LWH3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB5RDUJ3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB5LPK3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB5LRD3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB5RDGO3 ,Annual energy consumption, 61,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 34, 34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SAMUS , SW280A++ ,Annual energy consumption," 171,92",Sum of the volumes of the frozen compartment(s), 37,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 169, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SB , SB4122/1 ,Annual energy consumption, 93,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 134, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CURTISS , JL240RR ,Annual energy consumption, 128,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 229, 229,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CURTISS , JL240RN ,Annual energy consumption, 128,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 229, 229,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10035240 ,Annual energy consumption, 130,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 23, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Husky , TF100W ,Annual energy consumption, 111,Sum of the volumes of the frozen compartment(s), 14,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 102, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SAMUS , SRX450A++ ,Annual energy consumption," 113,88",Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 331, 331,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Klarstein , 10033680 ,Annual energy consumption, 144,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 337, 337,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ALBATROS , FA29+ ,Annual energy consumption, 215,Sum of the volumes of the frozen compartment(s), 37,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 169, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SAMUS , SX340A+ ,Annual energy consumption," 233,6",Sum of the volumes of the frozen compartment(s), 50,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 198, 198,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUBCOLD , ECO50-WH ,Annual energy consumption, 99,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 45, 45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUBCOLD , ECO50-BL ,Annual energy consumption, 99,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 45, 45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUBCOLD , VIVA24LED-BL ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 63, 63,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 SUBCOLD , VIVA16LED-BL ,Annual energy consumption, 140,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 42, 42,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 SAMUS , SCX330A+ ,Annual energy consumption," 270,83",Sum of the volumes of the frozen compartment(s), 110,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 138, 138,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TELEFAC , TCA186H ,Annual energy consumption, 228,Sum of the volumes of the frozen compartment(s), 142,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LE CHAI , LMN180 ,Annual energy consumption, 98,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TELEFAC , TCA259H ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 198,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUBCOLD , VIVA20LED-BL ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 53, 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ALBATROS , CFX39A++ ,Annual energy consumption, 234,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ALBATROS , CF39A++ ,Annual energy consumption, 234,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SAMUS , SX460A+ ,Annual energy consumption," 267,91",Sum of the volumes of the frozen compartment(s), 75,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 229, 229,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Logik , LSD174W19E ,Annual energy consumption, 263,Sum of the volumes of the frozen compartment(s), 71,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 196, 196,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Hoover , HWCB 15 UKSSM ,Annual energy consumption, 176,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 18, 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Hoover , HWCB 30 UKSSM ,Annual energy consumption, 128,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 58, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Hoover , HWCB 60D UKSSM ,Annual energy consumption, 156,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 135, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Husky , TL100W ,Annual energy consumption, 71,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 123, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Husky , TL100X ,Annual energy consumption, 71,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 123, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 DOMO , DO934SBS ,Annual energy consumption, 401,Sum of the volumes of the frozen compartment(s), 197,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 335, 335,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HARTMANN TRESORE , HTM T30-02 FD V110 ,Annual energy consumption, 130,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 24, 24,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Silver , IPF220/S ,Annual energy consumption, 221,Sum of the volumes of the frozen compartment(s), 40,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 169, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 MPM , MPM-46-ZS-01B ,Annual energy consumption, 148,Sum of the volumes of the frozen compartment(s), 33,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LAMONA , LAM6912 ,Annual energy consumption, 128,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 58, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 LAMONA , LAM6903 ,Annual energy consumption, 182,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 21, 21,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 CAVISS , C242GBE4 ,Annual energy consumption, 160,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 LE CHAI , LB420X ,Annual energy consumption, 160,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 SB , SB4124/1 ,Annual energy consumption, 96,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 160, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SB , SB4058/1 ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
