Type,Title,eclrow,eclrow1,eclrow4,eclrow5,Image
 FRIGOGLASS , Easy Reach Express [R290] ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 2 205,62",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 KUBB GmbH , AVENTURIN ILUNA 10 NK 3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 851,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KUBB GmbH , AVENTURIN ILUNA 10 NK 2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 098,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 UĞUR , UDD 300 BM2K ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 848,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , RCS SCORPION 01 1.25 02050031 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 190,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ES SYSTEM K , RCS SCORPION 01 1.25 (ODP) ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 190,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ES SYSTEM K , RCS SCORPION 01 1.875 (ODP) ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 672,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 UĞUR , USS 374 DTK SRP ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 713,58",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LMS SAGITTA 2.2 02050112 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 15 797,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ES SYSTEM K , LMS SAGITTA 2.2 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 15 797,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO SLS CG R290 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 332,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO CG R290 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 332,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO CG R290 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 959,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO CG R290 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 586,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO CG R290 2050 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 213,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO CG R290 2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 712,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO SLS CG R290 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 959,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JORDAO COOLING SYSTEMS , V KUBO SLS CG R290 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 586,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC SG 600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 306,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC CG R290 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 270,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC CG R290 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 650,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA CG R290 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 650,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA CG R290 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 270,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC CG R290 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 697,55",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA SG 600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 306,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Jordao Cooling Systems , VISTA STD VDA CG R290 600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 029,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA CG R290 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 697,55",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA SG 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 982,15",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA SG 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 125,03",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC CG R290 600 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 029,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VDA SG 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 659,12",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC SG 1650 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 125,03",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC SG 850 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 982,15",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 JORDAO COOLING SYSTEMS , VISTA STD VC SG 1250 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 659,12",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ITALPROGET , POWER 12 SINGLE-PHASE ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 6 303,55",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , POWER 24 SINGLE-PHASE ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 11 826,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , ENERGY 18 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 9 855,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , ENERGY 24 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 11 826,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , ENERGY 12 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 6 303,55",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , POWER 18 SINGLE-PHASE ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 9 855,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ITALPROGET , POWER 45° AP SINGLE-PHASE ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 9 855,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ITALPROGET , ENERGY 45° AP SINGLE-PHASE ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 9 855,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ITALPROGET , ENERGY SOFT 110 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 913,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , ENERGY SOFT 210 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 198,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , POWER FULL 210 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 541,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , ENERGY SOFT 45° AP ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 146,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , ENERGY FULL 210 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 198,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , ENERGY FULL 110 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 913,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , ENERGY FULL 45° AP ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 146,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , POWER SOFT 210 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 541,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ITALPROGET , POWER SOFT 160 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , ENERGY FULL 160 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER FULL 160 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER FULL 45° AP ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , ENERGY FULL 45° CH ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 146,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER FULL 45° CH ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , ENERGY SOFT 160 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER SOFT 45° CH ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER SOFT 45° AP ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 212,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER SOFT 110 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , POWER FULL 110 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 ITALPROGET , ENERGY SOFT 45° CH ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 146,80",https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Viessmann , Tecto SV2 PI Deli-90 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 365,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Viessmann , Tecto SV2 PI Deli-120 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 471,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Viessmann , Tecto SV2 PI Deli-60 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 441,95",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 UĞUR , UDD 1600 D3KL NF ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 051,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , MR2C-25-VB-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 515,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KMW Limburg GmbH , MR2C-12-VB-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 757,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KMW Limburg GmbH , MR2C-18-VB-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 610,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KMW Limburg GmbH , MR2C-37-VB-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 272,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KMW Limburg GmbH , FR4C-12-VSS-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 329,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW  Limburg GmbH , FR4C-18-VSST-G  ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 937,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-25-VSST-G  ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 294,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-18-VSS-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 714,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-25-VSS-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 178,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-12-VSST-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 043,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-37-VSS-G ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 13 371,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KMW Limburg GmbH , FR4C-12-VSS ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 675,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KMW Limburg GmbH , MR2C-12-VSS ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 446,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KMW Limburg GmbH , MR2C-12-VSST ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 527,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KMW Limburg GmbH , FR4C-37-VSST-G  ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 546,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KMW Limburg GmbH , MR2C-12-VB ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 779,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
